RNDF_name	rndf_280both-20070227.txt
num_segments	1
num_zones	0
format_version	1.0
creation_date	2/27/2007
segment	1
num_lanes	23
lane	1.1
num_waypoints	259
lane_width	12.0000
left_boundary	solid_white
right_boundary	broken_white
1.17.141	37.4055776	-122.1883384
1.17.142	37.4054176	-122.1881893
1.17.143	37.4052575	-122.1880403
1.17.144	37.4050947	-122.1878898
1.17.145	37.4049336	-122.1877408
1.17.146	37.4047739	-122.1875920
1.17.147	37.4046136	-122.1874435
1.17.148	37.4044556	-122.1872974
1.17.149	37.4042993	-122.1871521
1.17.150	37.4041548	-122.1870170
1.17.151	37.4040214	-122.1868923
1.17.152	37.4038989	-122.1867775
1.17.153	37.4037841	-122.1866709
1.17.154	37.4036702	-122.1865647
1.17.155	37.4035551	-122.1864564
1.17.156	37.4034413	-122.1863492
1.17.157	37.4033238	-122.1862371
1.17.158	37.4032008	-122.1861198
1.17.159	37.4030777	-122.1860009
1.17.160	37.4029509	-122.1858769
1.17.161	37.4028194	-122.1857469
1.17.162	37.4026881	-122.1856162
1.17.163	37.4025543	-122.1854811
1.17.164	37.4024183	-122.1853444
1.17.165	37.4022838	-122.1852095
1.17.166	37.4021502	-122.1850751
1.17.167	37.4020128	-122.1849372
1.17.168	37.4018771	-122.1847999
1.17.169	37.4017396	-122.1846608
1.17.170	37.4016028	-122.1845216
1.17.171	37.4014652	-122.1843819
1.17.172	37.4013262	-122.1842401
1.17.173	37.4011871	-122.1840993
1.17.174	37.4010477	-122.1839576
1.17.175	37.4009064	-122.1838143
1.17.176	37.4007647	-122.1836701
1.17.177	37.4006245	-122.1835277
1.17.178	37.4004819	-122.1833826
1.17.179	37.4003389	-122.1832372
1.17.180	37.4001976	-122.1830938
1.17.181	37.4000539	-122.1829481
1.17.182	37.3999100	-122.1828019
1.17.183	37.3997682	-122.1826577
1.17.184	37.3996242	-122.1825117
1.17.185	37.3994804	-122.1823651
1.17.186	37.3993368	-122.1822185
1.17.187	37.3991950	-122.1820744
1.17.188	37.3990508	-122.1819283
1.17.189	37.3989069	-122.1817818
1.17.190	37.3987645	-122.1816377
1.17.191	37.3986197	-122.1814912
1.17.192	37.3984749	-122.1813440
1.17.193	37.3983317	-122.1811990
1.17.194	37.3981864	-122.1810513
1.17.195	37.3980403	-122.1809039
1.17.196	37.3978956	-122.1807567
1.17.197	37.3977506	-122.1806093
1.17.198	37.3976043	-122.1804605
1.17.199	37.3974591	-122.1803129
1.17.200	37.3973145	-122.1801666
1.17.201	37.3971704	-122.1800198
1.17.202	37.3970286	-122.1798754
1.17.203	37.3968878	-122.1797319
1.17.204	37.3967467	-122.1795884
1.17.205	37.3966071	-122.1794467
1.17.206	37.3964660	-122.1793033
1.17.207	37.3963274	-122.1791621
1.17.208	37.3961896	-122.1790224
1.17.209	37.3960490	-122.1788795
1.17.210	37.3959102	-122.1787385
1.17.211	37.3957721	-122.1785982
1.17.212	37.3956302	-122.1784541
1.17.213	37.3954908	-122.1783115
1.17.214	37.3953534	-122.1781714
1.17.215	37.3952145	-122.1780303
1.17.216	37.3950679	-122.1778812
1.17.217	37.3949342	-122.1777436
1.17.218	37.3948019	-122.1776074
1.17.219	37.3946705	-122.1774714
1.17.220	37.3945415	-122.1773376
1.17.221	37.3944150	-122.1772033
1.17.222	37.3942895	-122.1770672
1.17.223	37.3941680	-122.1769278
1.17.224	37.3940494	-122.1767844
1.17.225	37.3939337	-122.1766352
1.17.226	37.3938218	-122.1764823
1.17.227	37.3937113	-122.1763246
1.17.228	37.3936007	-122.1761610
1.17.229	37.3934920	-122.1759931
1.17.230	37.3933854	-122.1758189
1.17.231	37.3932806	-122.1756376
1.17.232	37.3931801	-122.1754531
1.17.233	37.3930816	-122.1752619
1.17.234	37.3929889	-122.1750716
1.17.235	37.3928995	-122.1748771
1.17.236	37.3928128	-122.1746772
1.17.237	37.3927323	-122.1744789
1.17.238	37.3926550	-122.1742766
1.17.239	37.3925813	-122.1740682
1.17.240	37.3925127	-122.1738600
1.17.241	37.3924488	-122.1736514
1.17.242	37.3923878	-122.1734358
1.17.243	37.3923325	-122.1732236
1.17.244	37.3922812	-122.1730075
1.17.245	37.3922330	-122.1727864
1.17.246	37.3921911	-122.1725686
1.17.247	37.3921523	-122.1723484
1.17.248	37.3921181	-122.1721238
1.17.249	37.3920895	-122.1719039
1.17.250	37.3920653	-122.1716824
1.17.251	37.3920454	-122.1714575
1.17.252	37.3920296	-122.1712386
1.17.253	37.3920147	-122.1710158
1.17.254	37.3920010	-122.1707975
1.17.255	37.3919876	-122.1705823
1.17.256	37.3919735	-122.1703638
1.17.257	37.3919611	-122.1701519
1.17.258	37.3919488	-122.1699450
end_lane
lane	1.18
num_waypoints	34
lane_width	12.1275
left_boundary	solid_white
right_boundary	solid_white
exit	1.18.34	0.19.1
exit	1.18.34	0.20.1
exit	1.18.34	1.19.1
exit	1.18.34	1.20.1
1.18.1	37.3919192	-122.1694246
1.18.2	37.3919022	-122.1691784
1.18.3	37.3918846	-122.1689824
1.18.4	37.3918653	-122.1687977
1.18.5	37.3918412	-122.1686190
1.18.6	37.3918150	-122.1684416
1.18.7	37.3917696	-122.1682643
1.18.8	37.3917188	-122.1680969
1.18.9	37.3916574	-122.1679050
1.18.10	37.3915888	-122.1677075
1.18.11	37.3915303	-122.1675468
1.18.12	37.3914689	-122.1673844
1.18.13	37.3914078	-122.1672260
1.18.14	37.3913459	-122.1670694
1.18.15	37.3912830	-122.1669137
1.18.16	37.3912202	-122.1667633
1.18.17	37.3911573	-122.1666172
1.18.18	37.3910920	-122.1664741
1.18.19	37.3910224	-122.1663384
1.18.20	37.3909446	-122.1662101
1.18.21	37.3908644	-122.1660919
1.18.22	37.3907829	-122.1659771
1.18.23	37.3907006	-122.1658635
1.18.24	37.3906208	-122.1657556
1.18.25	37.3905426	-122.1656492
1.18.26	37.3904652	-122.1655439
1.18.27	37.3903941	-122.1654448
1.18.28	37.3903264	-122.1653533
1.18.29	37.3902573	-122.1652685
1.18.30	37.3901852	-122.1651951
1.18.31	37.3901085	-122.1651308
1.18.32	37.3900094	-122.1650602
1.18.33	37.3898847	-122.1649978
1.18.34	37.3897258	-122.1649474
end_lane
lane	1.19
num_waypoints	20
lane_width	11.8548
left_boundary	solid_white
right_boundary	solid_white
exit	1.19.20	0.14.1
exit	1.19.20	1.14.1
1.19.1	37.3894011	-122.1649481
1.19.2	37.3893129	-122.1649410
1.19.3	37.3892232	-122.1649263
1.19.4	37.3891307	-122.1648946
1.19.5	37.3890444	-122.1648558
1.19.6	37.3889620	-122.1648054
1.19.7	37.3888822	-122.1647422
1.19.8	37.3888102	-122.1646718
1.19.9	37.3887386	-122.1646001
1.19.10	37.3886692	-122.1645284
1.19.11	37.3886025	-122.1644597
1.19.12	37.3885390	-122.1643948
1.19.13	37.3884783	-122.1643355
1.19.14	37.3884238	-122.1642794
1.19.15	37.3883649	-122.1642190
1.19.16	37.3883205	-122.1641787
1.19.17	37.3882764	-122.1641334
1.19.18	37.3882213	-122.1640792
1.19.19	37.3881835	-122.1640271
1.19.20	37.3881628	-122.1639539
end_lane
lane	1.20
num_waypoints	20
lane_width	11.5092
left_boundary	solid_white
right_boundary	solid_white
exit	1.20.20	0.21.1
exit	1.20.20	1.21.1
1.20.1	37.3894054	-122.1649066
1.20.2	37.3893140	-122.1648991
1.20.3	37.3892273	-122.1648830
1.20.4	37.3891378	-122.1648520
1.20.5	37.3890550	-122.1648139
1.20.6	37.3889762	-122.1647652
1.20.7	37.3889003	-122.1647034
1.20.8	37.3888295	-122.1646334
1.20.9	37.3887575	-122.1645612
1.20.10	37.3886891	-122.1644915
1.20.11	37.3886222	-122.1644232
1.20.12	37.3885581	-122.1643586
1.20.13	37.3884999	-122.1642971
1.20.14	37.3884504	-122.1642450
1.20.15	37.3883942	-122.1641871
1.20.16	37.3883531	-122.1641491
1.20.17	37.3883055	-122.1641006
1.20.18	37.3882639	-122.1640568
1.20.19	37.3882242	-122.1640021
1.20.20	37.3882087	-122.1639493
end_lane
lane	1.21
num_waypoints	10
lane_width	15.9376
left_boundary	solid_white
right_boundary	broken_white
1.21.1	37.3883007	-122.1637066
1.21.2	37.3883475	-122.1636925
1.21.3	37.3883971	-122.1636790
1.21.4	37.3884495	-122.1636663
1.21.5	37.3885045	-122.1636537
1.21.6	37.3885615	-122.1636405
1.21.7	37.3886224	-122.1636265
1.21.8	37.3886867	-122.1636114
1.21.9	37.3887535	-122.1635966
1.21.10	37.3888257	-122.1635800
end_lane
lane	1.22
num_waypoints	13
lane_width	13.3202
left_boundary	broken_white
right_boundary	solid_white
1.22.1	37.4192675	-122.2216985
1.22.2	37.4192126	-122.2215537
1.22.3	37.4191650	-122.2214194
1.22.4	37.4191085	-122.2212570
1.22.5	37.4190474	-122.2210709
1.22.6	37.4190059	-122.2209193
1.22.7	37.4189623	-122.2207614
1.22.8	37.4189202	-122.2206039
1.22.9	37.4188795	-122.2204426
1.22.10	37.4188419	-122.2202775
1.22.11	37.4188072	-122.2201150
1.22.12	37.4187740	-122.2199538
1.22.13	37.4187433	-122.2197908
end_lane
lane	1.23
num_waypoints	35
lane_width	10.2362
left_boundary	solid_white
right_boundary	solid_white
exit	1.23.35	0.17.11
exit	1.23.35	1.17.11
1.23.1	37.4187535	-122.2196253
1.23.2	37.4187281	-122.2194668
1.23.3	37.4187039	-122.2193097
1.23.4	37.4186812	-122.2191521
1.23.5	37.4186571	-122.2189890
1.23.6	37.4186328	-122.2188261
1.23.7	37.4186084	-122.2186620
1.23.8	37.4185828	-122.2184916
1.23.9	37.4185573	-122.2183213
1.23.10	37.4185331	-122.2181515
1.23.11	37.4185075	-122.2179779
1.23.12	37.4184822	-122.2178066
1.23.13	37.4184570	-122.2176356
1.23.14	37.4184310	-122.2174584
1.23.15	37.4184049	-122.2172808
1.23.16	37.4183787	-122.2171026
1.23.17	37.4183516	-122.2169199
1.23.18	37.4183246	-122.2167404
1.23.19	37.4182980	-122.2165629
1.23.20	37.4182641	-122.2163382
1.23.21	37.4182381	-122.2161594
1.23.22	37.4182149	-122.2159858
1.23.23	37.4181869	-122.2158036
1.23.24	37.4181565	-122.2156320
1.23.25	37.4181296	-122.2154624
1.23.26	37.4180978	-122.2152944
1.23.27	37.4180636	-122.2151317
1.23.28	37.4180225	-122.2149530
1.23.29	37.4179770	-122.2147707
1.23.30	37.4179318	-122.2146033
1.23.31	37.4178754	-122.2144275
1.23.32	37.4178190	-122.2142517
1.23.33	37.4177559	-122.2140686
1.23.34	37.4176893	-122.2138839
1.23.35	37.4176203	-122.2137057
end_lane
end_segment
end_file
